"name","Sioux Gateway/Col. Bud Day Field"
"name","Southwest Georgia Regional"
"name","Tweed-New Haven"
"name","Pullman/Moscow Regional"
"name","Deadhorse"
"name","Fort Collins-Loveland Municipal"
"name","Page Municipal"
"name","Dillingham"
"name","Stockton Metropolitan"
"name","Brunswick Golden Isles"
"name","Joslin Field - Magic Valley Regional"
"name","Gillette-Campbell County"
"name","Columbia Regional"
"name","Texarkana Regional-Webb Field"
"name","Rhinelander-Oneida County"
"name","Unalaska"
"name","Yellowstone Regional"
"name","North Las Vegas"
"name","Rota International"
"name","Modesto City County-Harry Sham Field"
"name","Bert Mooney"
"name","McClellan-Palomar"
"name","Manhattan Regional"
"name","East Texas Regional"
"name","Houghton County Memorial"
"name","Pellston Regional Airport of Emmet County"
"name","Chico Municipal"
"name","Fernando Luis Ribas Dominicci"
"name","Southwest Oregon Regional"
"name","Waterloo Regional"
"name","Bemidji Regional"
"name","Jack Brooks Regional"
"name","Aberdeen Regional"
"name","Pocatello Regional"
"name","Antonio Rivera Rodriguez"
"name","Elko Regional"
"name","Tinian International"
"name","Central Nebraska Regional"
"name","Klamath Falls"
"name","Williamsport Regional"
"name","Rock Springs-Sweetwater County"
"name","Key Field"
"name","Barkley Regional"
"name","Petersburg James A Johnson"
"name","Youngstown-Warren Regional"
"name","Aniak"
"name","Muskegon County"
"name","Falls International"
"name","Arnold Palmer Regional"
"name","Brainerd Lakes Regional"
"name","Charlevoix Municipal"
"name","Merle K (Mudhole) Smith"
"name","Lake Hood"
"name","Knox County Regional"
"name","Valdez Pioneer Field"
"name","St. Cloud Regional"
"name","Riverton Regional"
"name","Sheridan County"
"name","Pierre Regional"
"name","Manokotak"
"name","Northern Maine Regional Airport
at Presque Isle"
"name","Del Rio International"
"name","Hagerstown Regional-Richard A Henson Field"
"name","William R Fairchild International"
"name","Tupelo Regional"
"name","Chippewa Valley Regional"
"name","Chippewa County International"
"name","Hattiesburg-Laurel Regional"
"name","Friday Harbor"
"name","Cheyenne Regional/Jerry Olson Field"
"name","Yakutat"
"name","Oxnard"
"name","Morgantown Municipal-Walter L. Bill Hart Field"
"name","New Bedford Regional"
"name","Ernest A. Love Field"
"name","Jack McNamara Field"
"name","Sloulin Field International"
"name","Inyokern"
"name","Mason City Municipal"
"name","Four Corners Regional"
"name","Wrangell"
"name","Provincetown Municipal"
"name","Owensboro-Daviess County"
"name","Unalakleet"
"name","North Central West Virginia"
"name","Kearney Regional"
"name","Hancock County-Bar Harbor"
"name","Garden City Regional"
"name","Emmonak"
"name","Santa Fe Municipal"
"name","Western Nebraska Regional/William B. Heilig Field"
"name","Cold Bay"
"name","Range Regional"
"name","Dickinson - Theodore Roosevelt Regional"
"name","Gustavus"
"name","Westerly State"
"name","Laramie Regional"
"name","Block Island State"
"name","Shenandoah Valley Regional"
"name","John Murtha Johnstown-Cambria County"
"name","North Platte Regional Airport Lee Bird Field"
"name","Fort Yukon"
"name","Cortez Municipal"
"name","Hoonah"
"name","Alpena County Regional"
"name","Hays Regional"
"name","Edward G. Pitka Sr"
"name","St Mary's"
"name","Haines"
"name","Delta County"
"name","Northwest Alabama Regional"
"name","Telluride Regional"
"name","Trident Basin"
"name","Skagway"
"name","Altoona-Blair County"
"name","Rickenbacker International"
"name","Quinhagak"
"name","Iliamna"
"name","Merrill Field"
"name","Mid Delta Regional"
"name","San Luis Valley Regional/Bergman Field"
