"airports","NYC","New York, NY","New York","NY"
"airports","SAF","Santa Fe Municipal","Santa Fe, NM","Santa Fe","NM"
"airports","BFF","Western Nebraska Regional/William B. Heilig Field","Scottsbluff, NE","Scottsbluff","NE"
"airports","CDB","Cold Bay","Cold Bay, AK","Cold Bay","AK"
"airports","HIB","Range Regional","Hibbing, MN","Hibbing","MN"
"airports","DIK","Dickinson - Theodore Roosevelt Regional","Dickinson, ND","Dickinson","ND"
"airports","GST","Gustavus","Gustavus, AK","Gustavus","AK"
"airports","WST","Westerly State","Westerly, RI","Westerly","RI"
"airports","LAR","Laramie Regional","Laramie, WY","Laramie","WY"
"airports","BID","Block Island State","Block Island, RI","Block Island","RI"
"airports","SHD","Shenandoah Valley Regional","Staunton/Waynesboro/Harrisonburg, VA","Staunton/Waynesboro/Harrisonburg","VA"
"airports","JST","John Murtha Johnstown-Cambria County","Johnstown, PA","Johnstown","PA"
"airports","LBF","North Platte Regional Airport Lee Bird Field","North Platte, NE","North Platte","NE"
"airports","FYU","Fort Yukon","Fort Yukon, AK","Fort Yukon","AK"
"airports","CEZ","Cortez Municipal","Cortez, CO","Cortez","CO"
"airports","HNH","Hoonah","Hoonah, AK","Hoonah","AK"
"airports","APN","Alpena County Regional","Alpena, MI","Alpena","MI"
"airports","HYS","Hays Regional","Hays, KS","Hays","KS"
"airports","GAL","Edward G. Pitka Sr","Galena, AK","Galena","AK"
"airports","KSM","St Mary's","St Mary's, AK","St Mary's","AK"
"airports","HNS","Haines","Haines, AK","Haines","AK"
"airports","ESC","Delta County","Escanaba, MI","Escanaba","MI"
"airports","MSL","Northwest Alabama Regional","Muscle Shoals, AL","Muscle Shoals","AL"
"airports","TEX","Telluride Regional","Telluride, CO","Telluride","CO"
"airports","T44","Trident Basin","Kodiak, AK","Kodiak","AK"
"airports","SGY","Skagway","Skagway, AK","Skagway","AK"
"airports","AOO","Altoona-Blair County","Altoona, PA","Altoona","PA"
"airports","LCK","Rickenbacker International","Columbus, OH","Columbus","OH"
"airports","AQH","Quinhagak","Quinhagak, AK","Quinhagak","AK"
"airports","ILI","Iliamna","Iliamna, AK","Iliamna","AK"
"airports","MRI","Merrill Field","Anchorage, AK","Anchorage","AK"
"airports","GLH","Mid Delta Regional","Greenville, MS","Greenville","MS"
"airports","ALS","San Luis Valley Regional/Bergman Field","Alamosa, CO","Alamosa","CO"
"airports","SOV","Seldovia","Seldovia, AK","Seldovia","AK"
"airports","LBL","Liberal Mid-America Regional","Liberal, KS","Liberal","KS"
"airports","MMH","Mammoth Yosemite","Mammoth Lakes, CA","Mammoth Lakes","CA"
"airports","LEB","Lebanon Municipal","Lebanon, NH","Lebanon","NH"
"airports","PKB","Mid-Ohio Valley Regional","Parkersburg, WV","Parkersburg","WV"
"airports","ATY","Watertown Regional","Watertown, SD","Watertown","SD"
"airports","IPL","Imperial County","Imperial, CA","Imperial","CA"
"airports","VCT","Victoria Regional","Victoria, TX","Victoria","TX"
"airports","HPB","Hooper Bay","Hooper Bay, AK","Hooper Bay","AK"
"airports","VAK","Chevak","Chevak, AK","Chevak","AK"
"airports","CDC","Cedar City Regional","Cedar City, UT","Cedar City","UT"
"airports","IMT","Ford","Iron Mountain Kingsford, MI","Iron Mountain Kingsford","MI"
"airports","FOD","Fort Dodge Regional","Fort Dodge, IA","Fort Dodge","IA"
"airports","AHN","Athens/Ben Epps","Athens, GA","Athens","GA"
"airports","PUB","Pueblo Memorial","Pueblo, CO","Pueblo","CO"
"airports","IIK","Kipnuk","Kipnuk, AK","Kipnuk","AK"
"airports","DUJ","Dubois Regional","DuBois, PA","DuBois","PA"
"airports","D76","Robert /Bob/ Curtis Memorial","Noorvik, AK","Noorvik","AK"
"airports","MCG","McGrath","McGrath, AK","McGrath","AK"
"airports","TBN","Waynesville-St. Robert Regional Forney Field","Fort Leonard Wood (U.S. Army), MO","Fort Leonard Wood (U.S. Army)","MO"
"airports","SLK","Adirondack Regional","Saranac Lake, NY","Saranac Lake","NY"
"airports","WLK","Selawik","Selawik, AK","Selawik","AK"
"airports","LWB","Greenbrier Valley","Lewisburg, WV","Lewisburg","WV"
"airports","PHO","Point Hope","Point Hope, AK","Point Hope","AK"
"airports","CGA","Craig","Craig, AK","Craig","AK"
"airports","SOW","Show Low Regional","Show Low, AZ","Show Low","AZ"
"airports","RUT","Rutland - Southern Vermont Regional","Rutland, VT","Rutland","VT"
"airports","OOK","Toksook Bay","Toksook Bay, AK","Toksook Bay","AK"
"airports","MAZ","Eugenio Maria De Hostos","Mayaguez, PR","Mayaguez","PR"
"airports","WTK","Noatak","Noatak, AK","Noatak","AK"
"airports","MOU","Mountain Village","Mountain Village, AK","Mountain Village","AK"
"airports","LNS","Lancaster","Lancaster, PA","Lancaster","PA"
"airports","WYS","Yellowstone","West Yellowstone, MT","West Yellowstone","MT"
"airports","DUY","Kongiganak","Kongiganak, AK","Kongiganak","AK"
"airports","SVA","Savoonga","Savoonga, AK","Savoonga","AK"
"airports","DVL","Devils Lake Regional","Devils Lake, ND","Devils Lake","ND"
"airports","CNY","Canyonlands Field","Moab, UT","Moab","UT"
"airports","Z09","Kasigluk","Kasigluk, AK","Kasigluk","AK"
"airports","SDP","Sand Point","Sand Point, AK","Sand Point","AK"
"airports","SCM","Scammon Bay","Scammon Bay, AK","Scammon Bay","AK"
"airports","AKP","Anaktuvuk Pass","Anaktuvuk Pass, AK","Anaktuvuk Pass","AK"
"airports","PDT","Eastern Oregon Regional at Pendleton","Pendleton, OR","Pendleton","OR"
"airports","VEL","Vernal Regional","Vernal, UT","Vernal","UT"
"airports","JLN","Joplin Regional","Joplin, MO","Joplin","MO"
"airports","AWI","Wainwright","Wainwright, AK","Wainwright","AK"
"airports","AUG","Augusta State","Augusta, ME","Augusta","ME"
"airports","KEB","Nanwalek","Nanwalek, AK","Nanwalek","AK"
"airports","JHW","Chautauqua County/Jamestown","Jamestown, NY","Jamestown","NY"
"airports","GAM","Gambell","Gambell, AK","Gambell","AK"
"airports","JMS","Jamestown Regional","Jamestown, ND","Jamestown","ND"
"airports","ORS","Orcas Island","Eastsound, WA","Eastsound","WA"
"airports","CNM","Cavern City Air Terminal","Carlsbad, NM","Carlsbad","NM"
"airports","MTM","Metlakatla","Metlakatla, AK","Metlakatla","AK"
"airports","MWA","Williamson County Regional","Marion, IL","Marion","IL"
"airports","KVL","Kivalina","Kivalina, AK","Kivalina","AK"
"airports","2A9","Kotlik","Kotlik, AK","Kotlik","AK"
"airports","DDC","Dodge City Regional","Dodge City, KS","Dodge City","KS"
"airports","SHH","Shishmaref","Shishmaref, AK","Shishmaref","AK"
"airports","HLA","Huslia","Huslia, AK","Huslia","AK"
"airports","A61","Tuntutuliak","Tuntutuliak, AK","Tuntutuliak","AK"
"airports","AUK","Alakanuk","Alakanuk, AK","Alakanuk","AK"
"airports","TAL","Ralph M Calhoun Memorial","Tanana, AK","Tanana","AK"
"airports","MSS","Massena International-Richards Field","Massena, NY","Massena","NY"
"airports","6R7","Old Harbor","Old Harbor, AK","Old Harbor","AK"
"airports","IAN","Bob Baker Memorial","Kiana, AK","Kiana","AK"
"airports","GGV","Kwigillingok","Kwigillingok, AK","Kwigillingok","AK"
"airports","KLG","Kalskag","Kalskag, AK","Kalskag","AK"
"airports","SNP","St Paul Island","St Paul Island, AK","St Paul Island","AK"
"airports","CFK","Chefornak","Chefornak, AK","Chefornak","AK"
"airports","BVK","Buckland","Buckland, AK","Buckland","AK"
"airports","0AK","Pilot Station","Pilot Station, AK","Pilot Station","AK"
"airports","2A3","Larsen Bay","Larsen Bay, AK","Larsen Bay","AK"
"airports","4K5","Ouzinkie","Ouzinkie, AK","Ouzinkie","AK"
"airports","EEK","Eek","Eek, AK","Eek","AK"
"airports","MWH","Grant County International","Moses Lake, WA","Moses Lake","WA"
"airports","BTI","Barter Island LRRS","Barter Island Lrrs, AK","Barter Island Lrrs","AK"
"airports","SLN","Salina Municipal","Salina, KS","Salina","KS"
"airports","KVC","King Cove","King Cove, AK","King Cove","AK"
"airports","NUL","Nulato","Nulato, AK","Nulato","AK"
"airports","PGM","Port Graham","Port Graham, AK","Port Graham","AK"
"airports","SDY","Sidney-Richland Municipal","Sidney, MT","Sidney","MT"
"airports","MDM","Marshall Don Hunter Sr","Marshall, AK","Marshall","AK"
"airports","TLT","Tuluksak","Tuluksak, AK","Tuluksak","AK"
"airports","MBL","Manistee County-Blacker","Manistee, MI","Manistee","MI"
"airports","TVF","Thief River Falls Regional","Thief River Falls, MN","Thief River Falls","MN"
"airports","SMK","St Michael","St Michael, AK","St Michael","AK"
"airports","6N5","East 34th Street","New York, NY","New York","NY"
"airports","ORI","Port Lions","Port Lions, AK","Port Lions","AK"
"airports","WRL","Worland Municipal","Worland, WY","Worland","WY"
"airports","BKW","Raleigh County Memorial","Beckley, WV","Beckley","WV"
"airports","AQT","Nuiqsut","Nuiqsut, AK","Nuiqsut","AK"
"airports","BFD","Bradford Regional","Bradford, PA","Bradford","PA"
"airports","RSH","Russian Mission","Russian Mission, AK","Russian Mission","AK"
"airports","16A","Nunapitchuk","Nunapitchuk, AK","Nunapitchuk","AK"
